,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-03-01
27,27,27,Mint/புதினா, 1, 25,2014-03-01
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-03-01
29,29,29,Garlic/பூண்டு, 1, 120-140,2014-03-01
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-03-01
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 22,2014-03-01
32,32,32,SavSav/ சவ்சவ், 1, 16,2014-03-01
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-04-01
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-04-01
2,2,2,LadyFinger/வெண்டைக்காய், 1, 34,2014-04-01
3,3,3,SnakeGuard/புடலங்காய், 1, 18,2014-04-01
4,4,4,BitterGourd/பாகற்காய், 1, 26,2014-04-01
5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-04-01
6,6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-04-01
7,7,7,Bean/அவரை, 1, 40,2014-04-01
8,8,8,ClusterBeans/கொத்தவரை, 1, 26,2014-04-01
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 34,2014-04-01
10,10,10,Onion/வெங்காயம், 1, 16,2014-04-01
11,11,11,Pallari/பல்லாரி, 1, 18,2014-04-01
12,12,12,Ginger/இஞ்சி, 1, 140,2014-04-01
13,13,13,Potato/உருளைக்கிழங்கு, 1, 24,2014-04-01
14,14,14,Radish/முள்ளங்கி, 1, 16,2014-04-01
15,15,15,Mango/மாங்காய், 1, 34,2014-04-01
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-04-01
17,17,17,Carrot/கேரட், 1, 20,2014-04-01
18,18,18,Beetroot/பீட்ரூட், 1, 14,2014-04-01
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 64,2014-04-01
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 52,2014-04-01
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 74,2014-04-01
22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-04-01
23,23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-04-01
24,24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-04-01
25,25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-04-01
26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-04-01
27,27,27,Mint/புதினா, 1, 20,2014-04-01
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-04-01
29,29,29,Garlic/பூண்டு, 1, 100-120,2014-04-01
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-04-01
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-04-01
32,32,32,SavSav/ சவ்சவ், 1, 26,2014-04-01
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal, 1, 28,2014-05-01
1,1,1,Tomotto ottu, 1, 16,2014-05-01
2,2,2,LadyFinger, 1, 26,2014-05-01
3,3,3,SnakeGuard, 1, 20,2014-05-01
4,4,4,BitterGourd, 1, 36,2014-05-01
5,5,5,Bottlegourd, 1, 14,2014-05-01
6,6,6,Pumpkin, 1, 16,2014-05-01
7,7,7,Bean, 1, 50,2014-05-01
8,8,8,ClusterBeans, 1, 24,2014-05-01
9,9,9,Red Chillies, 1, 70,2014-05-01
10,10,10,Onion, 1, 24,2014-05-01
11,11,11,Pallari, 1, 19,2014-05-01
12,12,12,Ginger, 1, 140,2014-05-01
13,13,13,Potato, 1, 30,2014-05-01
14,14,14,Radish, 1, 14,2014-05-01
15,15,15,Mango, 1, 24,2014-05-01
16,16,16,Cabbage, 1, 14,2014-05-01
17,17,17,Carrot, 1, 28,2014-05-01
18,18,18,Beetroot, 1, 20,2014-05-01
19,19,19,Soybeans, 1, 100,2014-05-01
20,20,20,Drumstickbeans, 1, 50,2014-05-01
21,21,21,butterbeans, 1, –,2014-05-01
22,22,22,Banana nut, 1 piece, 02,2014-05-01
23,23,23,Banana stem, 1, 05,2014-05-01
24,24,24,BananaFlower, 1, 08,2014-05-01
25,25,25,Curry leaves, 1, 35,2014-05-01
26,26,26,Coriander leaves, 1, 30,2014-05-01
27,27,27,Mint, 1, 30,2014-05-01
28,28,28,GreensLeaves, 1, 10,2014-05-01
29,29,29,Garlic, 1, 80-120,2014-05-01
30,30,30,ButtonMushrooms, 1, 188,2014-05-01
31,31,31,Papaya, 1, 20,2014-05-01
32,32,32,SavSav, 1, 20,2014-05-01
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 43,2014-01-02
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-01-02
2,2,2,LadyFinger/வெண்டைக்காய், 1, 18,2014-01-02
3,3,3,SnakeGuard/புடலங்காய், 1, 14,2014-01-02
4,4,4,BitterGourd/பாகற்காய், 1, 22,2014-01-02
5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-01-02
6,6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-01-02
7,7,7,Bean/அவரை, 1, 22,2014-01-02
8,8,8,ClusterBeans/கொத்தவரை, 1, 18,2014-01-02
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-01-02
10,10,10,Onion/வெங்காயம், 1, 30,2014-01-02
11,11,11,Pallari/பல்லாரி, 1, 28,2014-01-02
12,12,12,Ginger/இஞ்சி, 1, 110,2014-01-02
13,13,13,Potato/உருளைக்கிழங்கு, 1, 30,2014-01-02
14,14,14,Radish/முள்ளங்கி, 1, 16,2014-01-02
15,15,15,Mango/மாங்காய், 1, 40,2014-01-02
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-01-02
17,17,17,Carrot/கேரட், 1, 26,2014-01-02
18,18,18,Beetroot/பீட்ரூட், 1, 20,2014-01-02
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-01-02
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 30,2014-01-02
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 80,2014-01-02
22,22,22,Banana nut/வாழைக்காய், 1 piece, 02,2014-01-02
23,23,23,Banana stem/வாழைத்தண்டு, 1, 7,2014-01-02
24,24,24,BananaFlower/வாழைப்பூ, 1, 5,2014-01-02
25,25,25,Curry leaves/கருவேப்பிலை, 1, 15,2014-01-02
26,26,26,Coriander leaves/மல்லி இலை, 1, 25,2014-01-02
27,27,27,Mint/புதினா, 1, 20,2014-01-02
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 8,2014-01-02
29,29,29,Garlic/பூண்டு, 1, 80-120,2014-01-02
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 185,2014-01-02
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-01-02
32,32,32,SavSav/ சவ்சவ், 1, 14,2014-01-02
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Brinjal/கத்தரிக்காய், 1, 40,2014-02-02
1,1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-02-02
2,2,2,2,LadyFinger/வெண்டைக்காய், 1, 35,2014-02-02
3,3,3,3,SnakeGuard/புடலங்காய், 1, 18,2014-02-02
4,4,4,4,BitterGourd/பாகற்காய், 1, 24,2014-02-02
5,5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-02-02
6,6,6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-02-02
7,7,7,7,Bean/அவரை, 1, 26,2014-02-02
8,8,8,8,ClusterBeans/கொத்தவரை, 1, 20,2014-02-02
9,9,9,9,Red Chillies/குண்டு மிளகாய், 1, 20,2014-02-02
10,10,10,10,Onion/வெங்காயம், 1, 22,2014-02-02
11,11,11,11,Pallari/பல்லாரி, 1, 18,2014-02-02
12,12,12,12,Ginger/இஞ்சி, 1, 90,2014-02-02
13,13,13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-02-02
14,14,14,14,Radish/முள்ளங்கி, 1, 18,2014-02-02
15,15,15,15,Mango/மாங்காய், 1, 50,2014-02-02
16,16,16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-02-02
17,17,17,17,Carrot/கேரட், 1, 20,2014-02-02
18,18,18,18,Beetroot/பீட்ரூட், 1, 24,2014-02-02
19,19,19,19,Soybeans/சோயாபீன்ஸ், 1, 65,2014-02-02
20,20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 36,2014-02-02
21,21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-02-02
22,22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-02-02
23,23,23,23,Banana stem/வாழைத்தண்டு, 1, 07,2014-02-02
24,24,24,24,BananaFlower/வாழைப்பூ, 1, 05,2014-02-02
25,25,25,25,Curry leaves/கருவேப்பிலை, 1, 35,2014-02-02
26,26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-02-02
27,27,27,27,Mint/புதினா, 1, 25,2014-02-02
28,28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-02-02
29,29,29,29,Garlic/பூண்டு, 1, 80-140,2014-02-02
30,30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-02-02
31,31,31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-02-02
32,32,32,32,SavSav/ சவ்சவ், 1, 16,2014-02-02
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-03-02
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-03-02
2,2,2,LadyFinger/வெண்டைக்காய், 1, 30,2014-03-02
3,3,3,SnakeGuard/புடலங்காய், 1, 14,2014-03-02
4,4,4,BitterGourd/பாகற்காய், 1, 22,2014-03-02
5,5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-03-02
6,6,6,Pumpkin/பூசணிக்காய், 1, 12,2014-03-02
7,7,7,Bean/அவரை, 1, 24,2014-03-02
8,8,8,ClusterBeans/கொத்தவரை, 1, 20,2014-03-02
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-03-02
10,10,10,Onion/வெங்காயம், 1, 16,2014-03-02
11,11,11,Pallari/பல்லாரி, 1, 14,2014-03-02
12,12,12,Ginger/இஞ்சி, 1, 100,2014-03-02
13,13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-03-02
14,14,14,Radish/முள்ளங்கி, 1, 14,2014-03-02
15,15,15,Mango/மாங்காய், 1, 50,2014-03-02
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 10,2014-03-02
17,17,17,Carrot/கேரட், 1, 20,2014-03-02
18,18,18,Beetroot/பீட்ரூட், 1, 16,2014-03-02
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-03-02
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 36,2014-03-02
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-03-02
22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-03-02
23,23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-03-02
24,24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-03-02
25,25,25,Curry leaves/கருவேப்பிலை, 1, 25,2014-03-02
26,26,26,Coriander leaves/மல்லி இலை, 1, 20,2014-03-02
27,27,27,Mint/புதினா, 1, 20,2014-03-02
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-03-02
29,29,29,Garlic/பூண்டு, 1, 120-140,2014-03-02
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-03-02
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-03-02
32,32,32,SavSav/ சவ்சவ், 1, 14,2014-03-02
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 30,2014-04-02
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-04-02
2,2,2,LadyFinger/வெண்டைக்காய், 1, 34,2014-04-02
3,3,3,SnakeGuard/புடலங்காய், 1, 20,2014-04-02
4,4,4,BitterGourd/பாகற்காய், 1, 26,2014-04-02
5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-04-02
6,6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-04-02
7,7,7,Bean/அவரை, 1, 40,2014-04-02
8,8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-04-02
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 34,2014-04-02
10,10,10,Onion/வெங்காயம், 1, 16,2014-04-02
11,11,11,Pallari/பல்லாரி, 1, 18,2014-04-02
12,12,12,Ginger/இஞ்சி, 1, 140,2014-04-02
13,13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-04-02
14,14,14,Radish/முள்ளங்கி, 1, 16,2014-04-02
15,15,15,Mango/மாங்காய், 1, 34,2014-04-02
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-04-02
17,17,17,Carrot/கேரட், 1, 20,2014-04-02
18,18,18,Beetroot/பீட்ரூட், 1, 14,2014-04-02
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 66,2014-04-02
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 52,2014-04-02
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 74,2014-04-02
22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-04-02
23,23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-04-02
24,24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-04-02
25,25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-04-02
26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-04-02
27,27,27,Mint/புதினா, 1, 20,2014-04-02
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-04-02
29,29,29,Garlic/பூண்டு, 1, 100-120,2014-04-02
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-04-02
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-04-02
32,32,32,SavSav/ சவ்சவ், 1, 26,2014-04-02
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Brinjal, 1, 26,2014-05-02
1,1,1,1,Tomotto ottu, 1, 16,2014-05-02
2,2,2,2,LadyFinger, 1, 24,2014-05-02
3,3,3,3,SnakeGuard, 1, 22,2014-05-02
4,4,4,4,BitterGourd, 1, 30,2014-05-02
5,5,5,5,Bottlegourd, 1, 12,2014-05-02
6,6,6,6,Pumpkin, 1, 14,2014-05-02
7,7,7,7,Bean, 1, 44,2014-05-02
8,8,8,8,ClusterBeans, 1, 16,2014-05-02
9,9,9,9,Red Chillies, 1, 60,2014-05-02
10,10,10,10,Onion, 1, 24,2014-05-02
11,11,11,11,Pallari, 1, 20,2014-05-02
12,12,12,12,Ginger, 1, 130,2014-05-02
13,13,13,13,Potato, 1, 28,2014-05-02
14,14,14,14,Radish, 1, 16,2014-05-02
15,15,15,15,Mango, 1, 20,2014-05-02
16,16,16,16,Cabbage, 1, 14,2014-05-02
17,17,17,17,Carrot, 1, 24,2014-05-02
18,18,18,18,Beetroot, 1, 20,2014-05-02
19,19,19,19,Soybeans, 1, 100,2014-05-02
20,20,20,20,Drumstickbeans, 1, 44,2014-05-02
21,21,21,21,butterbeans, 1, –,2014-05-02
22,22,22,22,Banana nut, 1 piece, 04,2014-05-02
23,23,23,23,Banana stem, 1, 08,2014-05-02
24,24,24,24,BananaFlower, 1, 06,2014-05-02
25,25,25,25,Curry leaves, 1, 35,2014-05-02
26,26,26,26,Coriander leaves, 1, 40,2014-05-02
27,27,27,27,Mint, 1, 25,2014-05-02
28,28,28,28,GreensLeaves, 1, 10,2014-05-02
29,29,29,29,Garlic, 1, 60-120,2014-05-02
30,30,30,30,ButtonMushrooms, 1, 180,2014-05-02
31,31,31,31,Papaya, 1, 22,2014-05-02
32,32,32,32,SavSav, 1, 30,2014-05-02
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 44,2014-01-03
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 12,2014-01-03
2,2,2,LadyFinger/வெண்டைக்காய், 1, 18,2014-01-03
3,3,3,SnakeGuard/புடலங்காய், 1, 16,2014-01-03
4,4,4,BitterGourd/பாகற்காய், 1, 24,2014-01-03
5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-01-03
6,6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-01-03
7,7,7,Bean/அவரை, 1, 26,2014-01-03
8,8,8,ClusterBeans/கொத்தவரை, 1, 18,2014-01-03
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-01-03
10,10,10,Onion/வெங்காயம், 1, 30,2014-01-03
11,11,11,Pallari/பல்லாரி, 1, 28,2014-01-03
12,12,12,Ginger/இஞ்சி, 1, 110,2014-01-03
13,13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-01-03
14,14,14,Radish/முள்ளங்கி, 1, 18,2014-01-03
15,15,15,Mango/மாங்காய், 1, 40,2014-01-03
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-01-03
17,17,17,Carrot/கேரட், 1, 26,2014-01-03
18,18,18,Beetroot/பீட்ரூட், 1, 22,2014-01-03
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 75,2014-01-03
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2014-01-03
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 85,2014-01-03
22,22,22,Banana nut/வாழைக்காய், 1 piece, 02,2014-01-03
23,23,23,Banana stem/வாழைத்தண்டு, 1, 8,2014-01-03
24,24,24,BananaFlower/வாழைப்பூ, 1, 6,2014-01-03
25,25,25,Curry leaves/கருவேப்பிலை, 1, 15,2014-01-03
26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-01-03
27,27,27,Mint/புதினா, 1, 28,2014-01-03
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 8,2014-01-03
29,29,29,Garlic/பூண்டு, 1, 70-140,2014-01-03
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 185,2014-01-03
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-01-03
32,32,32,SavSav/ சவ்சவ், 1, 14,2014-01-03
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Brinjal/கத்தரிக்காய், 1, 40,2014-02-03
1,1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 10,2014-02-03
2,2,2,2,LadyFinger/வெண்டைக்காய், 1, 35,2014-02-03
3,3,3,3,SnakeGuard/புடலங்காய், 1, 18,2014-02-03
4,4,4,4,BitterGourd/பாகற்காய், 1, 30,2014-02-03
5,5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-02-03
6,6,6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-02-03
7,7,7,7,Bean/அவரை, 1, 28,2014-02-03
8,8,8,8,ClusterBeans/கொத்தவரை, 1, 20,2014-02-03
9,9,9,9,Red Chillies/குண்டு மிளகாய், 1, 20,2014-02-03
10,10,10,10,Onion/வெங்காயம், 1, 22,2014-02-03
11,11,11,11,Pallari/பல்லாரி, 1, 18,2014-02-03
12,12,12,12,Ginger/இஞ்சி, 1, 90,2014-02-03
13,13,13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-02-03
14,14,14,14,Radish/முள்ளங்கி, 1, 20,2014-02-03
15,15,15,15,Mango/மாங்காய், 1, 50,2014-02-03
16,16,16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-02-03
17,17,17,17,Carrot/கேரட், 1, 20,2014-02-03
18,18,18,18,Beetroot/பீட்ரூட், 1, 22,2014-02-03
19,19,19,19,Soybeans/சோயாபீன்ஸ், 1, 65,2014-02-03
20,20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 36,2014-02-03
21,21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-02-03
22,22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-02-03
23,23,23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-02-03
24,24,24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-02-03
25,25,25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-02-03
26,26,26,26,Coriander leaves/மல்லி இலை, 1, 35,2014-02-03
